Orden;Nombre;Frecuencia;Edad Media;sexo
7328;ADRIAN ENRIQUE;90;24.9;H
19022;ADRIAN ERNESTO;27;32.5;H
8187;ADRIAN ESTEBAN;78;25.6;H
24027;ADRIAN EUGEN;20;40.1;H
12978;ADRIAN FELIPE;44;24.3;H
6167;ADRIAN FERNANDO;111;24.0;H
4474;ADRIAN FLORIN;167;27.8;H
3868;ADRIAN FRANCISCO;203;28.8;H
4027;ADRIAN GABRIEL;192;20.3;H
10242;ADRIAN GEORGE;59;32.3;H
9036;ADRIAN GHEORGHE;69;34.5;H
17531;ADRIAN GONZALO;30;28.4;H
15189;ADRIAN GUILLERMO;36;26.8;H
10553;ADRIAN GUSTAVO;57;35.1;H
12073;ADRIAN IGNACIO;48;26.2;H
14547;ADRIAN ILIE;38;26.9;H
4993;ADRIAN IOAN;144;36.1;H
14548;ADRIAN ION;38;40.3;H
19023;ADRIAN IONEL;27;32.0;H
3884;ADRIAN IONUT;202;23.0;H
19569;ADRIAN ISAAC;26;17.8;H
17068;ADRIAN ISMAEL;31;15.2;H
12496;ADRIAN IULIAN;46;23.7;H
4708;ADRIAN JAVIER;155;23.2;H
1597;ADRIAN JESUS;670;22.9;H
17069;ADRIAN JOAQUIN;31;24.7;H
15896;ADRIAN JOEL;34;15.7;H
19024;ADRIAN JOHN;27;50.9;H
19025;ADRIAN JORGE;27;29.6;H
1501;ADRIAN JOSE;723;24.3;H
18018;ADRIAN JOSUE;29;17.9;H
13443;ADRIAN JUAN;42;24.5;H
20845;ADRIAN LEONARDO;24;25.7;H
24028;ADRIAN LORENZO;20;25.9;H
14549;ADRIAN LUCIAN;38;30.6;H
6268;ADRIAN LUIS;109;31.5;H
2274;ADRIAN MANUEL;405;23.7;H
15897;ADRIAN MARCEL;34;36.5;H
8188;ADRIAN MARCELO;78;35.8;H
18528;ADRIAN MARCOS;28;23.4;H
22307;ADRIAN MARIA;22;29.3;H
7651;ADRIAN MARIAN;85;27.1;H
6461;ADRIAN MARIUS;105;32.3;H
9819;ADRIAN MARTIN;62;26.0;H
19026;ADRIAN MATEO;27;8.9;H
19027;ADRIAN MATIAS;27;17.8;H
22308;ADRIAN MAURICIO;22;25.7;H
22309;ADRIAN MICHAEL;22;35.6;H
5163;ADRIAN MIGUEL;138;23.6;H
6462;ADRIAN MIHAI;105;26.4;H
21524;ADRIAN MOISES;23;24.2;H
5102;ADRIAN NICOLAE;140;32.0;H
6692;ADRIAN NICOLAS;101;13.9;H
18529;ADRIAN NICUSOR;28;28.8;H
19570;ADRIAN OMAR;26;25.9;H
20182;ADRIAN OSCAR;25;41.1;H
14267;ADRIAN OVIDIU;39;35.5;H
12303;ADRIAN PABLO;47;33.0;H
9241;ADRIAN PAUL;67;31.9;H
16645;ADRIAN PEDRO;32;29.8;H
16646;ADRIAN PETRU;32;33.3;H
7383;ADRIAN RAFAEL;89;21.2;H
13208;ADRIAN RAMON;43;28.5;H
18019;ADRIAN RAUL;29;19.2;H
21525;ADRIAN RAZVAN;23;24.6;H
14268;ADRIAN RICARDO;39;26.8;H
14550;ADRIAN ROBERT;38;28.6;H
14883;ADRIAN ROBERTO;37;26.6;H
22310;ADRIAN RODRIGO;22;23.6;H
19571;ADRIAN RUBEN;26;30.1;H
14269;ADRIAN SALVADOR;39;24.9;H
19572;ADRIAN SAMUEL;26;19.3;H
10243;ADRIAN SANTIAGO;59;23.8;H
8827;ADRIAN SEBASTIAN;71;21.1;H
10554;ADRIAN SORIN;57;34.4;H
7925;ADRIAN STEFAN;81;23.3;H
14551;ADRIAN TOMAS;38;23.2;H
8189;ADRIAN VALENTIN;78;25.4;H
4230;ADRIAN VASILE;180;32.8;H
10244;ADRIAN VICENTE;59;28.7;H
17070;ADRIAN VICTOR;31;37.5;H
16647;ADRIAN VIOREL;32;38.3;H
110;ADRIANA;41724;18.6;M
7192;ADRIANA ALEJANDRA;87;33.9;M
9186;ADRIANA ALEXANDRA;64;26.5;M
17368;ADRIANA ALICIA;30;46.7;M
19060;ADRIANA ALINA;27;31.1;M
20386;ADRIANA ANDREA;25;34.2;M
9824;ADRIANA ANGELA;59;43.0;M
12275;ADRIANA ANGELES;45;40.3;M
20387;ADRIANA APARECIDA;25;40.9;M
4217;ADRIANA BEATRIZ;173;42.4;M
10114;ADRIANA BELEN;57;20.3;M
23631;ADRIANA CAMELIA;21;33.5;M
3763;ADRIANA CARMEN;204;28.9;M
2870;ADRIANA CAROLINA;297;28.0;M
15253;ADRIANA CATALINA;35;29.7;M
8782;ADRIANA CECILIA;68;41.0;M
11046;ADRIANA CLAUDIA;51;41.7;M
20388;ADRIANA CONCEPCION;25;33.7;M
4181;ADRIANA CRISTINA;175;32.4;M
8012;ADRIANA DANIELA;76;28.5;M
21099;ADRIANA EDITH;24;44.4;M
4906;ADRIANA ELENA;142;33.5;M
23632;ADRIANA ELISA;21;43.8;M
16883;ADRIANA ELISABETH;31;26.2;M
3889;ADRIANA ELIZABETH;195;34.0;M
21100;ADRIANA ESPERANZA;24;30.4;M
14222;ADRIANA ESTEFANIA;38;24.1;M
13008;ADRIANA ESTHER;42;34.8;M
23633;ADRIANA EUGENIA;21;38.5;M
16476;ADRIANA FERNANDA;32;29.1;M
13565;ADRIANA FLORENTINA;40;27.8;M
5514;ADRIANA GABRIELA;122;30.4;M
19711;ADRIANA GEORGIANA;26;22.8;M
16884;ADRIANA GRACIELA;31;50.8;M
23634;ADRIANA GUADALUPE;21;37.1;M
11827;ADRIANA INES;47;47.8;M
13899;ADRIANA IOANA;39;28.6;M
17933;ADRIANA IONELA;29;28.6;M
3692;ADRIANA ISABEL;209;31.5;M
24611;ADRIANA IULIANA;20;34.1;M
21878;ADRIANA JACQUELINE;23;33.7;M
22675;ADRIANA JESUS;22;40.7;M
16477;ADRIANA JOSEFINA;32;38.4;M
22676;ADRIANA JUDITH;22;25.3;M
17369;ADRIANA KARINA;30;38.0;M
11631;ADRIANA LAURA;48;38.7;M
23635;ADRIANA LEONOR;21;46.3;M
22677;ADRIANA LILIANA;22;38.5;M
23636;ADRIANA LOREDANA;21;31.9;M
10713;ADRIANA LORENA;53;29.7;M
23637;ADRIANA LOURDES;21;37.4;M
4095;ADRIANA LUCIA;181;30.7;M
23638;ADRIANA LUISA;21;42.4;M
10714;ADRIANA MABEL;53;47.5;M
24612;ADRIANA MAGDALENA;20;36.0;M
5042;ADRIANA MARCELA;137;36.2;M
11632;ADRIANA MARGARITA;48;36.3;M
1101;ADRIANA MARIA;1393;33.4;M
12763;ADRIANA MARIANA;43;35.9;M
16885;ADRIANA MARINA;31;30.0;M
8351;ADRIANA MERCEDES;72;40.4;M
22678;ADRIANA MICHELLE;22;17.5;M
7697;ADRIANA MIHAELA;80;33.1;M
9825;ADRIANA MILENA;59;37.2;M
24613;ADRIANA MIRELA;20;39.2;M
10552;ADRIANA MONICA;54;44.7;M
16478;ADRIANA NICOLE;32;14.1;M
10115;ADRIANA NICOLETA;57;32.0;M
10715;ADRIANA NOEMI;53;43.9;M
7193;ADRIANA PAOLA;87;28.6;M
2482;ADRIANA PATRICIA;369;40.6;M
18468;ADRIANA PAULA;28;30.3;M
6147;ADRIANA PILAR;106;34.4;M
22679;ADRIANA PINO;22;15.6;M
12034;ADRIANA RAQUEL;46;37.7;M
7698;ADRIANA ROCIO;80;31.2;M
15254;ADRIANA ROSA;35;41.1;M
16479;ADRIANA ROSARIO;32;36.8;M
21879;ADRIANA ROXANA;23;27.9;M
17370;ADRIANA SILVIA;30;50.6;M
19061;ADRIANA SIMONA;27;34.9;M
8448;ADRIANA SOFIA;71;23.4;M
15627;ADRIANA SOLEDAD;34;30.6;M
21101;ADRIANA STEFANIA;24;20.4;M
11047;ADRIANA TERESA;51;35.0;M
8555;ADRIANA VALENTINA;70;15.6;M
12276;ADRIANA VALERIA;45;27.8;M
13299;ADRIANA VALLE;41;42.3;M
19062;ADRIANA VANESSA;27;28.4;M
10259;ADRIANA VERONICA;56;37.4;M
8270;ADRIANA VICTORIA;73;29.1;M
9826;ADRIANE;59;32.1;M
4610;ADRIANNA;155;13.6;M
641;ADRIANO;2423;41.7;H
19573;ADRIANO ANTONIO;26;45.2;H
13718;ADRIANO JOSE;41;35.7;H
20183;ADRIANO MANUEL;25;40.2;H
22311;ADRIANUS;22;63.5;H
1315;ADRIEL;862;9.5;H
4318;ADRIEN;175;20.2;H
12764;ADRIENN;43;33.0;M
17371;ADRIENNE;30;42.1;M
22312;ADRYAN;22;11.2;H
16275;ADUANICH;33;20.8;H
5858;ADUEN;119;10.3;H
15544;ADULAI;35;40.4;H
17934;ADUNA;29;21.8;M
1748;ADUR;591;10.8;H
21102;AERIS;24;3.9;M
12074;AETZ;48;4.7;H
3380;AFAF;235;25.0;M
18469;AFAFE;28;27.3;M
13566;AFIA;40;31.9;M
19574;AFIF;26;45.4;H
11828;AFIFA;47;36.1;M
3368;AFNAN;236;5.7;M
16480;AFNANE;32;6.7;M
7143;AFONSO;93;30.3;H
4343;AFRA;167;21.6;M
19063;AFRAE;27;17.5;M
230;AFRICA;13684;26.3;M
9827;AFRICA CARMEN;59;39.7;M
14223;AFRICA ISABEL;38;41.7;M
2452;AFRICA MARIA;376;32.9;M
19064;AFRICA PILAR;27;41.2;M
23639;AFRICA VICTORIA;21;34.1;M
2780;AFRIKA;313;8.3;M
16886;AFRODISIA;31;83.8;M
4012;AFRODISIO;193;70.3;H
18470;AFRODITA;28;43.6;M
10116;AFSHAN;57;32.8;M
6214;AFTAB;110;38.4;H
5817;AFZAAL;120;38.3;H
5609;AFZAL;125;43.1;H
24614;AGAFIA;20;54.9;M
1524;AGAPITA;821;76.3;M
591;AGAPITO;2689;68.3;H
6015;AGAR;109;32.1;M
1118;AGATA;1358;26.3;M
23640;AGATA ANNA;21;36.5;M
22680;AGATA KATARZYNA;22;38.0;M
12765;AGATA MARIA;43;39.2;M
11447;AGATE;49;37.4;M
1678;AGATHA;696;14.2;M
13300;AGATHE;41;27.4;M
16481;AGEDA;32;58.1;M
19575;AGENOR;26;62.9;H
2156;AGER;443;13.7;H
17372;AGLAE;30;40.1;M
11829;AGLAIA;47;46.6;M
16887;AGLAYA;31;26.9;M
15545;AGNALDO;35;40.9;H
8783;AGNE;68;29.5;M
905;AGNES;1800;35.4;M
14867;AGNES MARIA;36;43.1;M
21103;AGNESA;24;39.2;M
7082;AGNESE;89;33.1;M
15255;AGNETA;35;54.1;M
1858;AGNIESZKA;580;38.1;M
8271;AGNIESZKA ANNA;73;37.7;M
17373;AGNIESZKA BARBARA;30;39.6;M
20389;AGNIESZKA BEATA;25;40.9;M
19712;AGNIESZKA ELZBIETA;26;37.6;M
13301;AGNIESZKA EWA;41;38.4;M
13567;AGNIESZKA JOANNA;40;36.9;M
11830;AGNIESZKA KATARZYNA;47;39.1;M
20390;AGNIESZKA MAGDALENA;25;37.9;M
16888;AGNIESZKA MALGORZATA;31;36.4;M
8449;AGNIESZKA MARIA;71;36.9;M
19713;AGNIESZKA MARTA;26;36.0;M
13568;AGNIESZKA MONIKA;40;37.4;M
2343;AGONEY;388;20.3;H
6631;AGORA;97;13.5;M
6198;AGOSTINA;105;22.6;M
5328;AGOSTINHO;133;51.3;H
8267;AGOSTINO;77;50.0;H
1066;AGRIPINA;1451;72.6;M
3582;AGRIPINO;224;70.7;H
19065;AGUA SANTA;27;49.7;M
2174;AGUAS SANTAS;455;45.7;M
13302;AGUAS VIVAS;41;55.3;M
3918;AGUASANTA;193;54.9;M
7606;AGUASANTAS;81;53.9;M
275;AGUEDA;9702;55.5;M
12766;AGUEDA CARMEN;43;47.2;M
24615;AGUEDA DOLORES;20;53.2;M
14224;AGUEDA ISABEL;38;48.1;M
1773;AGUEDA MARIA;632;40.7;M
17935;AGUEDA PILAR;29;55.1;M
21880;AGUEDA ROCIO;23;35.2;M
21881;AGUEDA TERESA;23;49.5;M
7095;AGUEDO;94;64.4;H
7849;AGUILA;78;68.3;M
19028;AGUINALDO;27;49.5;H
6199;AGURNE;105;39.4;M
17374;AGURTXANE;30;42.3;M
1296;AGURTZANE;1056;45.2;M
21526;AGUS;23;25.2;H
592;AGUSTI;2682;54.2;H
68;AGUSTIN;63140;55.9;H
6511;AGUSTIN ALBERTO;104;43.3;H
7926;AGUSTIN ALEJANDRO;81;37.4;H
24029;AGUSTIN ALEXIS;20;40.6;H
12730;AGUSTIN ALFONSO;45;51.1;H
20184;AGUSTIN ALFREDO;25;44.6;H
8604;AGUSTIN ANDRES;73;41.1;H
3754;AGUSTIN ANGEL;210;55.2;H
3111;AGUSTIN ANTONIO;267;50.9;H
23143;AGUSTIN BENITO;21;61.0;H
4966;AGUSTIN CARLOS;145;50.7;H
13444;AGUSTIN CARMELO;42;53.5;H
22313;AGUSTIN DAMIAN;22;47.2;H
9820;AGUSTIN DANIEL;62;37.0;H
9037;AGUSTIN DAVID;69;38.9;H
20846;AGUSTIN DIEGO;24;41.8;H
10707;AGUSTIN DOMINGO;56;53.1;H
10880;AGUSTIN EDUARDO;55;41.9;H
15898;AGUSTIN EMILIO;34;53.9;H
9242;AGUSTIN ENRIQUE;67;46.1;H
23144;AGUSTIN ESTEBAN;21;48.7;H
22314;AGUSTIN EUGENIO;22;57.3;H
11377;AGUSTIN EZEQUIEL;52;20.4;H
12731;AGUSTIN FELIPE;45;52.8;H
14270;AGUSTIN FELIX;39;60.7;H
6410;AGUSTIN FERNANDO;106;48.2;H
2972;AGUSTIN FRANCISCO;285;51.7;H
10708;AGUSTIN GABRIEL;56;33.7;H
17532;AGUSTIN GREGORIO;30;58.3;H
22315;AGUSTIN GUILLERMO;22;49.1;H
7579;AGUSTIN IGNACIO;86;42.4;H
23145;AGUSTIN JAIME;21;54.6;H
3427;AGUSTIN JAVIER;236;47.4;H
3091;AGUSTIN JESUS;270;45.4;H
23146;AGUSTIN JOAQUIN;21;57.6;H
12732;AGUSTIN JORGE;45;52.2;H
2093;AGUSTIN JOSE;463;49.1;H
6054;AGUSTIN JUAN;114;52.8;H
16276;AGUSTIN JULIAN;33;49.8;H
23147;AGUSTIN JULIO;21;61.7;H
18530;AGUSTIN LORENZO;28;52.8;H
5818;AGUSTIN LUIS;120;55.1;H
1917;AGUSTIN MANUEL;523;47.5;H
4936;AGUSTIN MARIA;146;52.0;H
21527;AGUSTIN MARIANO;23;56.2;H
19029;AGUSTIN MARIO;27;43.8;H
19576;AGUSTIN MATIAS;26;33.6;H
3968;AGUSTIN MIGUEL;196;48.5;H
8512;AGUSTIN NICOLAS;74;25.5;H
10709;AGUSTIN PABLO;56;46.1;H
7927;AGUSTIN PEDRO;81;57.6;H
8349;AGUSTIN RAFAEL;76;46.4;H
5772;AGUSTIN RAMON;121;52.8;H
21528;AGUSTIN RAUL;23;41.0;H
15190;AGUSTIN RICARDO;36;51.4;H
16277;AGUSTIN ROBERTO;33;49.4;H
12733;AGUSTIN SALVADOR;45;51.0;H
9577;AGUSTIN SANTIAGO;64;50.5;H
24030;AGUSTIN SEBASTIAN;20;48.8;H
9243;AGUSTIN TOMAS;67;49.0;H
6168;AGUSTIN VICENTE;111;53.3;H
195;AGUSTINA;19146;66.5;M
22681;AGUSTINA ANGELES;22;59.1;M
8784;AGUSTINA BELEN;68;22.8;M
11228;AGUSTINA CARMEN;50;63.7;M
19714;AGUSTINA DOLORES;26;57.3;M
16033;AGUSTINA ISABEL;33;58.9;M
3679;AGUSTINA MARIA;210;49.3;M
12767;AGUSTINA PILAR;43;56.2;M
21882;AGUSTINA ROSA;23;59.2;M
20391;AGUSTINA SOLEDAD;25;34.7;M
20392;AGUSTINA TERESA;25;65.1;M
17071;AHAD;31;12.3;H
19577;AHAMADOU;26;20.1;H
16648;AHAMED;32;47.8;H
4357;AHARON;173;17.9;H
7329;AHCENE;90;47.7;H
1704;AHINARA;679;9.8;M
1672;AHINOA;700;16.5;M
12035;AHINOAM;46;24.0;M
7479;AHITANA;83;8.4;M
13900;AHLALIA;39;52.5;M
1202;AHLAM;1207;18.4;M
7777;AHLAME;79;22.7;M
9187;AHLEM;64;27.1;M
1143;AHMAD;1078;30.1;H
7780;AHMADOU;83;32.2;H
9578;AHMADOU BAMBA;64;21.6;H
136;AHMED;22144;42.6;H
15546;AHMED ALI;35;18.3;H
12734;AHMED AMIN;45;12.5;H
8715;AHMED AMINE;72;17.7;H
10881;AHMED BABA;55;41.4;H
13719;AHMED MOHAMED;41;37.2;H
24031;AHMED REDA;20;18.4;H
24032;AHMED SAID;20;41.8;H
18531;AHMED SALEK;28;37.1;H
6269;AHMED SALEM;109;37.7;H
20185;AHMED YASSIN;25;8.1;H
21529;AHMED YASSINE;23;11.4;H
13209;AHMEDOU;43;38.6;H
10882;AHMET;55;41.5;H
5943;AHMIDA;117;53.6;H
11906;AHMIDOU;49;54.7;H
12979;AHREN;44;5.7;H
3885;AHSAN;202;29.6;H
23148;AHTISHAM;21;25.1;H
14225;AI;38;33.9;M
4933;AIA;141;10.3;M
1507;AIALA;833;11.1;M
22316;AIAN;22;14.8;H
3666;AIARA;211;8.6;M
317;AICHA;8054;41.6;M
14868;AICHATA;36;20.2;M
14536;AICHATOU;37;20.6;M
21883;AICHATU;23;31.8;M
10872;AICHETOU;52;33.0;M
20393;AICONG;25;53.4;M
215;AIDA;15506;30.1;M
13009;AIDA BEATRIZ;42;47.2;M
9188;AIDA CARMEN;64;40.3;M
21104;AIDA CECILIA;24;48.9;M
12519;AIDA CRISTINA;44;37.0;M
14537;AIDA ELENA;37;40.8;M
18471;AIDA ELIZABETH;28;38.4;M
12036;AIDA ESTHER;46;52.5;M
21884;AIDA INES;23;54.7;M
8189;AIDA ISABEL;74;37.2;M
13901;AIDA LUCIA;39;38.4;M
7607;AIDA LUZ;81;48.0;M
19066;AIDA MARGARITA;27;56.1;M
1400;AIDA MARIA;937;36.3;M
12520;AIDA MARINA;44;49.1;M
14869;AIDA MERCEDES;36;48.9;M
13010;AIDA PATRICIA;42;41.3;M
16482;AIDA PILAR;32;41.4;M
24616;AIDA RAQUEL;20;49.8;M
24617;AIDA ROCIO;20;34.2;M
9189;AIDA ROSA;64;46.0;M
19715;AIDA TERESA;26;46.3;M
1820;AIDAN;564;9.8;H
22682;AIDANA;22;21.5;M
21105;AIDARA;24;9.5;M
20186;AIDAS;25;35.6;H
23149;AIDE;21;19.2;H
3073;AIDE;268;33.9;M
4159;AIDEE;176;34.0;M
3190;AIDEN;258;4.0;H
21106;AIDI;24;37.9;M
9828;AIE;59;51.3;M
19578;AIEKO;26;7.3;H
2767;AIERT;311;13.3;H
16034;AIFANG;33;42.3;M
5043;AIFEN;137;47.7;M
19716;AIFENG;26;48.3;M
22317;AIGUANG;22;51.7;H
21885;AIGUL;23;41.5;M
24033;AIGUO;20;47.5;H
8013;AIHNOA;76;17.6;M
14226;AIHONG;38;48.4;M
5014;AIHUA;138;49.7;M
23641;AIJIAO;21;51.7;M
13303;AIJU;41;50.8;M
12037;AIJUAN;46;45.1;M
12304;AIJUN;47;42.6;H
18472;AIJUN;28;47.6;M
12038;AIKATERINI;46;33.6;M
11831;AIKO;47;15.3;M
4513;AILA;159;10.7;M
12039;AILAN;46;51.5;M
3289;AILEEN;244;24.1;M
3081;AILEN;267;14.0;M
6518;AILI;99;44.4;M
11229;AILIAN;50;49.9;M
4528;AILIN;158;15.5;M
9313;AILING;63;45.5;M
5661;AILYN;118;17.8;M
12521;AIMA;44;10.4;M
4115;AIMAD;187;20.2;H
1251;AIMAN;940;11.7;H
13011;AIMAN;42;14.8;M
7509;AIMANE;87;16.3;H
321;AIMAR;7051;9.6;H
10260;AIMAR;56;16.4;M
2363;AIMARA;400;16.1;M
16649;AIME;32;29.3;H
13569;AIME;40;23.7;M
5073;AIMEE;136;21.9;M
6103;AIMEI;107;48.4;M
7652;AIMEN;85;12.4;H
12980;AIMIN;44;49.9;H
11707;AIMRAN;50;4.8;H
18532;AIMRANE;28;7.9;H
219;AINA;14710;13.0;M
21886;AINA ISABEL;23;23.8;M
1939;AINA MARIA;542;31.1;M
20187;AINAR;25;8.9;H
170;AINARA;24140;14.4;M
6519;AINARA CARMEN;99;10.8;M
21107;AINARA CRISTINA;24;10.2;M
21887;AINARA ISABEL;23;12.1;M
13012;AINARA LUCIA;42;7.1;M
3233;AINARA MARIA;249;12.9;M
13013;AINARA PINO;42;10.2;M
19717;AINARA ROCIO;26;8.0;M
15628;AINARA SOFIA;34;6.4;M
19067;AINARA VALENTINA;27;4.2;M
22683;AINARE;22;30.6;M
23642;AINDARA;21;7.0;M
4218;AINE;173;10.7;M
22684;AINERE;22;11.0;M
12522;AINES;44;15.9;M
4081;AINET;182;4.4;M
1298;AINGERU;880;21.7;H
1189;AINHARA;1232;8.5;M
9829;AINHITZE;59;20.7;M
1302;AINHIZE;1051;12.6;M
96;AINHOA;48522;17.9;M
23643;AINHOA ABIGAIL;21;5.6;M
9555;AINHOA ALEJANDRA;61;8.3;M
10117;AINHOA ALEXANDRA;57;8.6;M
21888;AINHOA ANDREA;23;11.5;M
22685;AINHOA ANGELES;22;12.8;M
16483;AINHOA BEATRIZ;32;20.1;M
14227;AINHOA BELEN;38;11.7;M
5191;AINHOA CARMEN;132;16.9;M
12768;AINHOA CAROLINA;43;12.2;M
14870;AINHOA CRISTINA;36;12.3;M
14228;AINHOA DANIELA;38;8.7;M
20394;AINHOA DESIREE;25;9.8;M
12277;AINHOA ELIZABETH;45;8.0;M
18473;AINHOA FERNANDA;28;7.9;M
19068;AINHOA GABRIELA;27;7.5;M
10401;AINHOA ISABEL;55;15.2;M
12523;AINHOA LUCIA;44;9.2;M
2413;AINHOA MARIA;385;17.8;M
13014;AINHOA NEREA;42;13.3;M
14229;AINHOA NICOLE;38;8.1;M
24618;AINHOA NOEMI;20;8.7;M
16035;AINHOA PATRICIA;33;16.8;M
15256;AINHOA PILAR;35;18.2;M
12278;AINHOA PINO;45;15.9;M
16484;AINHOA ROCIO;32;11.1;M
9556;AINHOA SOFIA;61;6.6;M
8352;AINHOA VALENTINA;72;5.3;M
13015;AINHOA VICTORIA;42;10.6;M
5404;AINITZE;125;22.6;M
2814;AINIZE;307;21.8;M
20395;AINNA;25;10.8;M
348;AINOA;7093;19.0;M
21889;AINOA CARMEN;23;19.3;M
7083;AINOA MARIA;89;22.8;M
993;AINOHA;1604;16.8;M
21108;AINOHA MARIA;24;17.2;M
22686;AINTXANE;22;34.6;M
17936;AINTZA;29;21.9;M
917;AINTZANE;1768;34.0;M
17375;AINTZIRA;30;14.8;M
21890;AINUR;23;21.2;M
1521;AIORA;823;15.1;M
11207;AIPING;53;50.3;H
9830;AIPING;59;49.0;M
6728;AIQIN;95;48.1;M
5778;AIRA;115;13.3;M
769;AIRAM;1896;18.4;H
23150;AIRAM DAVID;21;20.8;H
9579;AIRAM JESUS;64;20.7;H
11708;AIRAM JOSE;50;20.4;H
20188;AIRAM MANUEL;25;23.1;H
2081;AIRAN;466;20.5;H
20847;AIRAN JESUS;24;22.5;H
12981;AIRAS;44;10.9;H
15629;AIRI;34;11.8;M
19718;AIRIN;26;16.2;M
15257;AIRIS;35;19.1;M
8828;AIRON;71;10.7;H
19579;AIRONG;26;49.8;H
18474;AIRY;28;31.8;M
10116;AISA;60;37.1;H
3877;AISA;196;17.2;M
19030;AISAM;27;17.6;H
11633;AISATOU;48;13.1;M
10873;AISATU;52;13.3;M
21109;AISETU;24;11.3;M
885;AISHA;1865;9.5;M
21891;AISHA CARMEN;23;8.9;M
9972;AISHA MARIA;58;11.0;M
15630;AISLING;34;24.2;M
1420;AISSA;780;38.1;H
5662;AISSA;118;15.7;M
4078;AISSAM;189;24.4;H
3764;AISSATA;204;26.1;M
1726;AISSATOU;657;26.1;M
22687;AISSATU;22;22.6;M
10402;AISTE;55;28.8;M
24619;AITA;20;28.7;M
8935;AITAMI;70;19.3;H
154;AITANA;27649;9.4;M
8100;AITANA CARMEN;75;10.8;M
22688;AITANA CAROLINA;22;7.6;M
21110;AITANA CRISTINA;24;8.6;M
22689;AITANA ISABEL;22;10.6;M
15631;AITANA LUCIA;34;8.6;M
2786;AITANA MARIA;312;13.2;M
18475;AITANA NEREA;28;7.2;M
21892;AITANA PILAR;23;14.0;M
13304;AITANA ROCIO;41;8.1;M
14230;AITANA SOFIA;38;6.6;M
17937;AITANA VALENTINA;29;4.8;M
21893;AITANA VICTORIA;23;9.1;M
13016;AITANE;42;10.8;M
22318;AITHAMY;22;17.5;H
7850;AITHANA;78;7.6;M
6848;AITHOR;98;12.1;H
14538;AITIANA;37;19.3;M
23644;AITIARA;21;10.4;M
77;AITOR;50686;22.3;H
20848;AITOR ALBERTO;24;26.8;H
9688;AITOR ALEJANDRO;63;18.9;H
20189;AITOR ALEXANDER;25;11.9;H
17072;AITOR ANDRES;31;23.3;H
12497;AITOR ANTONIO;46;25.6;H
16650;AITOR CARLOS;32;34.2;H
10883;AITOR DANIEL;55;19.7;H
8716;AITOR DAVID;72;18.3;H
20190;AITOR EDUARDO;25;25.9;H
24034;AITOR FERNANDO;20;29.1;H
10710;AITOR FRANCISCO;56;25.1;H
20191;AITOR GABRIEL;25;15.9;H
14884;AITOR IGNACIO;37;39.8;H
21530;AITOR IVAN;23;24.2;H
6169;AITOR JAVIER;111;28.0;H
5532;AITOR JESUS;127;22.9;H
3373;AITOR JOSE;240;27.3;H
15191;AITOR JUAN;36;34.6;H
16278;AITOR LUIS;33;33.3;H
3786;AITOR MANUEL;208;24.4;H
14885;AITOR MARIA;37;45.5;H
24035;AITOR MARTIN;20;27.9;H
11541;AITOR MIGUEL;51;27.0;H
24036;AITOR SANTIAGO;20;22.8;H
9973;AITXIBER;58;34.4;M
15899;AITZ;34;25.1;H
605;AITZIBER;3200;34.3;M
1329;AITZOL;845;23.0;H
13017;AITZPEA;42;40.0;M
16279;AIUB;33;17.0;H
1851;AIUR;548;4.4;H
9314;AIURI;63;5.0;M
17073;AIVARAS;31;29.0;H
10403;AIWEI;55;43.8;M
1426;AIXA;912;20.8;M
8353;AIXA MARIA;72;29.7;M
20396;AIXIANG;25;47.1;M
23151;AIXIONG;21;52.5;H
21111;AIYAN;24;42.3;M
14231;AIYANA;38;8.7;M
9419;AIYING;62;49.7;M
13305;AIYU;41;49.0;M
20397;AIYUE;25;48.7;M
12040;AIYUN;46;48.1;M
5336;AIZA;127;11.5;M
20192;AIZAN;25;5.2;H
12279;AIZANE;45;9.5;M
5164;AIZEA;133;17.7;M
17938;AIZENE;29;8.7;M
22690;AIZETI;22;18.1;M
7008;AIZHEN;90;49.3;M
6632;AIZHU;97;53.4;M
3974;AIZPEA;189;26.0;M
23645;AJA;21;31.4;M
9137;AJAY;68;32.1;H
18020;AJIT;29;44.0;H
8936;AJMAL;70;38.2;H
17074;AKAKI;31;36.6;H
4041;AKANE;184;7.9;M
12735;AKASH;45;20.8;H
20193;AKASHDEEP;25;15.3;H
9244;AKBAR;67;41.8;H
14232;AKEMI;38;24.0;M
7187;AKETX;92;10.5;H
3037;AKETZA;277;23.0;H
24037;AKHLAQ;20;38.1;H
5296;AKHTAR;134;42.8;H
18476;AKHTAR;28;49.0;M
23646;AKI;21;38.6;M
8350;AKIER;76;12.9;H
9974;AKIKO;58;48.0;M
23152;AKIL;21;35.6;H
9831;AKILA;59;39.4;M
15900;AKIM;34;20.7;H
7653;AKIRA;85;16.8;H
12041;AKIRA;46;14.9;M
22319;AKLI;22;44.0;H
18021;AKMAL;29;35.4;H
24038;AKOS;20;28.3;H
814;AKRAM;1745;9.9;H
8272;AKSANA;73;40.7;M
9689;AKSEL;63;14.2;H
14539;AKSINIYA;37;40.3;M
15901;AKWASI;34;40.1;H
21531;AL AMIN;23;32.8;H
15902;AL HASSAN;34;45.6;H
12075;AL LAL;48;59.7;H
19031;ALA;27;32.1;H
