Frecuencias de nombres masculinos;;;
Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018;;;
;;;
Nombres masculinos con frecuencia mayor o igual a 20 a nivel nacional.;;;
(*) Edad media de las personas que tienen ese nombre a nivel nacional.;;;
;;;
Orden;Nombre;Frecuencia;Edad Media (*)
700;ANTOLIN;2.153 ;63,1
701;VICENTE MANUEL;2.140 ;49,7
702;THOMAS;2.139 ;38,3
703;JESUS FRANCISCO;2.121 ;48,1
704;GIUSEPPE;2.116 ;47,2
705;CHRISTOPHER;2.111 ;29,2
706;DEREK;2.111 ;14,3
707;MANUEL LUIS;2.105 ;53,3
708;FARID;2.100 ;39,8
709;ABRAHAN;2.091 ;27,2
710;JOKIN;2.091 ;26,4
711;BENEDICTO;2.083 ;66,7
712;JUAN JAVIER;2.079 ;43,6
713;IMAD;2.076 ;21,5
714;OSCAR LUIS;2.073 ;46,9
715;RICARDO JOSE;2.067 ;42,5
716;DANEL;2.065 ;9,6
717;WILLIAM;2.065 ;40,3
718;EGOITZ;2.064 ;25,1
719;MOUNIR;2.061 ;30,5
720;GEORGE;2.060 ;40,0
721;FERNANDO MANUEL;2.058 ;44,2
722;EL HASSAN;2.054 ;47,1
723;OSCAR MANUEL;2.054 ;39,4
724;WENCESLAO;2.052 ;57,3
725;SEBASTIA;2.050 ;46,3
726;AMINE;2.049 ;19,1
727;ALBINO;2.048 ;65,0
728;FRANCISCO GABRIEL;2.048 ;42,4
729;JOSEP LLUIS;2.048 ;52,0
730;CARLOS DANIEL;2.046 ;27,3
731;EUSTAQUIO;2.045 ;65,4
732;CELEDONIO;2.042 ;65,1
733;DIEGO FERNANDO;2.034 ;34,2
734;NARCIS;2.021 ;49,3
735;SILVERIO;2.019 ;60,8
736;MOHAMED AMIN;2.016 ;8,4
737;MANUEL ENRIQUE;2.014 ;47,4
738;RAFAEL JOSE;2.009 ;45,2
739;JOSE SALVADOR;2.003 ;52,1
740;MUSTAFA;2.000 ;38,9
741;DANIEL ALEJANDRO;1.991 ;23,9
742;LUIS JESUS;1.989 ;47,1
743;MANUEL RAMON;1.988 ;52,9
744;CARLOS MARIA;1.987 ;50,8
745;ANGEL DAVID;1.985 ;28,6
746;IGNACIO JOSE;1.985 ;41,8
747;ABDERRAHMANE;1.982 ;39,3
748;JOSE PASCUAL;1.980 ;51,4
749;JULIO ANTONIO;1.975 ;51,9
750;GILBERTO;1.974 ;54,4
751;VICTOR JAVIER;1.965 ;38,1
752;SERVANDO;1.963 ;61,5
753;ILIAS;1.959 ;12,3
754;ARCADIO;1.949 ;62,1
755;OLEGARIO;1.948 ;65,5
756;ABDOULAYE;1.942 ;35,9
757;ANGEL MIGUEL;1.937 ;48,4
758;AMADO;1.935 ;62,7
759;HODEI;1.933 ;11,5
760;NICASIO;1.930 ;66,0
761;JAOUAD;1.927 ;33,3
762;ANTONIO CARLOS;1.926 ;46,0
763;SOUFIANE;1.921 ;22,5
764;ANTONIO JUAN;1.920 ;49,8
765;CARLOS FRANCISCO;1.920 ;43,5
766;VASYL;1.919 ;44,5
767;ABDELALI;1.908 ;35,7
768;ARGIMIRO;1.901 ;67,7
769;AIRAM;1.896 ;18,4
770;ABDELKRIM;1.890 ;43,5
771;JOSE ROBERTO;1.890 ;47,2
772;FLORIAN;1.889 ;53,0
773;EPIFANIO;1.881 ;66,5
774;PABLO JESUS;1.881 ;34,9
775;ARAN;1.871 ;6,5
776;ABDELGHANI;1.869 ;37,4
777;JORGE ENRIQUE;1.866 ;44,7
778;ALFONSO JOSE;1.864 ;42,6
779;ABDELHAK;1.853 ;38,9
780;CARLOS DAVID;1.853 ;31,1
781;MATTEO;1.850 ;20,8
782;ANDRE;1.839 ;25,1
783;PABLO MANUEL;1.836 ;34,9
784;ETHAN;1.834 ;9,6
785;ALVARO JOSE;1.831 ;30,5
786;ARIEL;1.825 ;24,8
787;JUSTINO;1.824 ;66,9
788;ZACARIAS;1.823 ;55,9
789;DANIEL JESUS;1.821 ;29,6
790;FERNANDO JESUS;1.817 ;41,8
791;JUAN ESTEBAN;1.817 ;33,9
792;ALEJANDRO MANUEL;1.816 ;29,4
793;FRANCISCO VICENTE;1.816 ;51,6
794;DIEGO MANUEL;1.815 ;36,5
795;ABDELMAJID;1.814 ;41,8
796;AMANCIO;1.809 ;62,3
797;ABILIO;1.808 ;65,9
798;LUIS DAVID;1.806 ;27,0
799;BALBINO;1.802 ;65,1
800;DIMAS;1.798 ;46,4
801;NEIZAN;1.789 ;3,4
802;DONATO;1.788 ;65,8
803;JESUS RAMON;1.787 ;50,8
804;LUIS ALEJANDRO;1.787 ;31,5
805;ANTONIO VICENTE;1.783 ;51,6
806;JUAN DOMINGO;1.781 ;51,9
807;SAAD;1.779 ;12,0
808;MANUEL VICENTE;1.758 ;51,5
809;LUIS ALFREDO;1.757 ;42,2
810;ENRIQUE MANUEL;1.754 ;45,8
811;GUZMAN;1.753 ;34,3
812;GIL;1.747 ;46,9
813;JESUS JOSE;1.746 ;54,2
814;AKRAM;1.745 ;9,9
815;XOEL;1.745 ;8,6
816;PATRICK;1.725 ;32,6
817;ANDRIY;1.721 ;36,5
818;COSTEL;1.718 ;41,9
819;VICTORIO;1.717 ;65,7
820;CRESCENCIO;1.715 ;70,6
821;EKAIN;1.711 ;12,2
822;MAHAMADOU;1.711 ;29,6
823;ANGEL JAVIER;1.710 ;43,8
824;REMIGIO;1.710 ;64,2
825;JESUS IGNACIO;1.709 ;49,4
826;ANTHONY;1.705 ;31,4
827;FRANCISCO RAFAEL;1.697 ;45,7
828;JOSE SANTIAGO;1.692 ;51,7
829;BUENAVENTURA;1.691 ;62,9
830;SANDRO;1.684 ;22,8
831;BARTOMEU;1.674 ;41,5
832;STEFANO;1.674 ;36,5
833;ANER;1.670 ;9,8
834;SAMI;1.669 ;14,6
835;FRANCISCO JUAN;1.664 ;50,7
836;AURELIANO;1.660 ;66,3
837;LUIS RAMON;1.660 ;51,8
838;KOLDO;1.658 ;32,0
839;LUKA;1.656 ;6,0
840;ANTONINO;1.654 ;64,0
841;JESUS CARLOS;1.654 ;49,6
842;SANTIAGO JOSE;1.645 ;40,1
843;ABDESSAMAD;1.640 ;30,9
844;ROMEO;1.637 ;14,9
845;ANTONIO RAFAEL;1.636 ;46,9
846;FRANCISCO DANIEL;1.636 ;34,8
847;OUSMANE;1.636 ;35,3
848;MIQUEL ANGEL;1.631 ;37,2
849;NIZAR;1.629 ;9,1
850;PERFECTO;1.629 ;66,8
851;ANIOL;1.628 ;11,2
852;ANOUAR;1.628 ;20,8
853;ABDELHAMID;1.627 ;42,0
854;JOSE IVAN;1.627 ;35,7
855;ROMUALDO;1.625 ;60,6
856;MANUEL FERNANDO;1.620 ;50,2
857;ANDRES JESUS;1.618 ;38,4
858;MARIN;1.617 ;48,4
859;JUAN FELIPE;1.615 ;38,9
860;VIKTOR;1.610 ;39,3
861;PETRU;1.609 ;45,1
862;JOSE JORGE;1.606 ;49,3
863;JOSE EUGENIO;1.603 ;52,7
864;FERNANDO LUIS;1.595 ;51,2
865;JUAN AGUSTIN;1.594 ;52,8
866;REDA;1.587 ;15,2
867;PAOLO;1.583 ;37,8
868;BLAI;1.582 ;18,4
869;COSME;1.580 ;53,8
870;ALBERTO MANUEL;1.579 ;40,6
871;JUAN CAMILO;1.579 ;23,0
872;ALFONSO CARLOS;1.576 ;53,5
873;BRAYAN;1.575 ;11,6
874;TRISTAN;1.575 ;12,7
875;MATEU;1.572 ;26,8
876;IULIAN;1.571 ;38,4
877;MANUEL ALBERTO;1.571 ;44,4
878;YOUNESS;1.567 ;26,3
879;JUAN MARCOS;1.561 ;41,1
880;JOSHUA;1.560 ;23,0
881;MARÇAL;1.557 ;19,9
882;TIMOTEO;1.557 ;66,8
883;JOAN CARLES;1.552 ;45,3
884;ENRIQUE JAVIER;1.551 ;44,4
885;PABLO JAVIER;1.547 ;35,2
886;RAFEL;1.543 ;42,7
887;OLEG;1.542 ;41,1
888;WALTER;1.542 ;47,5
889;DAN;1.541 ;32,9
890;JOSE GUILLERMO;1.540 ;46,6
891;FRANCISCO ANGEL;1.532 ;48,0
892;DIEGO ALEJANDRO;1.528 ;22,7
893;LAURENTINO;1.527 ;68,0
894;LUIS VICENTE;1.527 ;50,0
895;FRANK;1.519 ;38,0
896;MIGUEL MARIA;1.519 ;54,5
897;ARON;1.513 ;11,5
898;OSCAR JAVIER;1.511 ;40,6
899;MANUEL CARLOS;1.506 ;50,3
900;MIGUEL JESUS;1.505 ;40,6
901;ROLANDO;1.503 ;47,6
902;JOSE MARIO;1.502 ;47,9
903;NICO;1.502 ;6,1
904;MOUSTAPHA;1.499 ;38,2
905;JESUS LUIS;1.496 ;55,0
906;PAULO;1.496 ;30,1
907;JOAN JOSEP;1.492 ;47,4
908;JUAN MARTIN;1.489 ;46,4
909;MICHEL;1.489 ;36,0
910;SERGIO MANUEL;1.487 ;36,2
911;CIRILO;1.481 ;68,1
912;DAVID JOSE;1.481 ;35,5
913;AMADOU;1.480 ;35,3
914;DANIEL JOSE;1.476 ;33,7
915;DENNIS;1.474 ;23,4
916;KEPA;1.474 ;35,8
917;AMALIO;1.473 ;61,5
918;TIAGO;1.469 ;10,9
919;EMIL;1.464 ;40,5
920;PEPE;1.461 ;8,3
921;ENOL;1.458 ;10,8
922;CRISTOFER;1.457 ;23,9
923;JOSE DIEGO;1.457 ;41,8
924;RAMON JOSE;1.457 ;51,0
925;MOHAMED AMINE;1.456 ;13,4
926;DIEGO ANTONIO;1.454 ;37,5
927;JUAN TOMAS;1.452 ;52,6
928;JOSEP ANTONI;1.448 ;49,8
929;JOSE DAMIAN;1.446 ;45,2
930;JOSE FELIPE;1.446 ;51,8
931;ALBERTO JESUS;1.437 ;38,3
932;FERNANDO ANTONIO;1.432 ;46,4
933;ABDELHADI;1.431 ;39,5
934;REYES;1.430 ;56,1
935;EMETERIO;1.427 ;68,2
936;JUAN EMILIO;1.420 ;47,6
937;LUIS DANIEL;1.419 ;31,8
938;DOROTEO;1.418 ;69,0
939;LISARDO;1.415 ;57,6
940;SORIN;1.413 ;39,7
941;JULIO MANUEL;1.412 ;47,5
942;GUILLERMO JOSE;1.411 ;37,1
943;MYKOLA;1.409 ;44,4
944;AMAR;1.408 ;46,1
945;HERIBERTO;1.408 ;53,3
946;MANUEL DAVID;1.403 ;34,7
947;ALBERTO JAVIER;1.402 ;41,6
948;IGNACIO MARIA;1.401 ;51,2
949;AMABLE;1.399 ;65,9
950;PAVEL;1.398 ;37,0
951;GEORGI;1.397 ;37,8
952;URIEL;1.396 ;11,5
953;JOSE JAIME;1.389 ;49,7
954;DAVID JESUS;1.388 ;33,0
955;JOSEP ORIOL;1.386 ;41,0
956;EL MOSTAFA;1.385 ;45,6
957;ANGELO;1.384 ;32,1
958;EDELMIRO;1.376 ;66,0
959;ONOFRE;1.375 ;56,4
960;JOSE MARIANO;1.374 ;52,6
961;RAYCO;1.374 ;30,0
962;NIKOLAY;1.373 ;38,4
963;EMANUEL;1.370 ;18,5
964;SERGIO JOSE;1.365 ;34,4
965;JORDAN;1.354 ;20,5
966;ANDRES MANUEL;1.353 ;43,5
967;FACUNDO;1.353 ;52,9
968;AMETS;1.350 ;6,6
969;AUREL;1.349 ;46,0
970;MAXIM;1.348 ;19,0
971;PEIO;1.348 ;14,8
972;CHEIKH;1.347 ;40,6
973;SENEN;1.347 ;51,6
974;FREDERIC;1.346 ;48,1
975;NATALIO;1.340 ;58,6
976;ROBERTO JOSE;1.340 ;40,2
977;JESUS ENRIQUE;1.338 ;43,5
978;JAVIER ANTONIO;1.335 ;41,5
979;MARCIANO;1.331 ;68,7
980;SERGIO ANTONIO;1.331 ;38,6
981;FRANCISCO ALBERTO;1.330 ;43,2
982;JESUS FERNANDO;1.330 ;50,7
983;JOSE ESTEBAN;1.330 ;49,8
984;EVELIO;1.329 ;63,1
985;FRUCTUOSO;1.324 ;67,8
986;FRANCISCO TOMAS;1.309 ;45,2
987;RAMON ANTONIO;1.307 ;51,7
988;ANASS;1.306 ;16,3
989;JUAN FELIX;1.306 ;53,2
990;JAMES;1.305 ;46,5
991;MIGUEL FRANCISCO;1.302 ;48,3
992;JOSE LORENZO;1.299 ;52,0
993;IOSU;1.298 ;30,9
994;FRANCISCO ANDRES;1.296 ;44,5
995;YURIY;1.296 ;41,7
996;NAIM;1.294 ;12,4
997;MACARIO;1.289 ;67,3
998;PATXI;1.289 ;42,1
999;CARLOS FERNANDO;1.287 ;44,1
1000;EDUARDO MANUEL;1.287 ;43,4
1001;UBALDO;1.287 ;60,9
1002;ALEJANDRO JESUS;1.285 ;28,5
1003;LARBI;1.285 ;46,2
1004;ADAMA;1.284 ;33,6
1005;YASSIR;1.283 ;11,5
1006;ILIE;1.282 ;44,7
1007;BORIS;1.281 ;36,8
1008;JOAQUIN MANUEL;1.278 ;47,0
1009;CALIXTO;1.277 ;64,0
1010;CIRIACO;1.277 ;69,0
1011;SERGEY;1.277 ;44,7
1012;JESUS SALVADOR;1.273 ;50,5
1013;JOSE VICTOR;1.273 ;48,5
1014;PEDRO ENRIQUE;1.273 ;44,9
1015;DAVID ALEJANDRO;1.270 ;24,2
1016;ALFONSO JAVIER;1.265 ;43,3
1017;AMANDO;1.265 ;62,0
1018;HARITZ;1.264 ;21,5
1019;STEVEN;1.263 ;25,8
1020;CRISTHIAN;1.261 ;19,7
1021;ANTONIO JOAQUIN;1.260 ;45,8
1022;ARES;1.258 ;6,5
1023;ALEJANDRO JAVIER;1.254 ;31,2
1024;PEDRO VICENTE;1.252 ;50,6
1025;JOAQUIN JOSE;1.248 ;49,0
1026;JORGE JAVIER;1.246 ;37,0
1027;ANGEL GABRIEL;1.244 ;32,3
1028;EDWIN;1.244 ;36,1
1029;JOAN ANTONI;1.239 ;46,0
1030;OTMAN;1.239 ;24,8
1031;DAVID MANUEL;1.237 ;33,3
1032;MANUEL IGNACIO;1.237 ;48,0
1033;ANGEL RAMON;1.236 ;49,7
1034;JOSE RUBEN;1.232 ;36,7
1035;RAFAEL MANUEL;1.232 ;44,9
1036;SALUSTIANO;1.229 ;65,8
1037;JUAN ALEJANDRO;1.228 ;31,5
1038;REDOUANE;1.228 ;35,7
1039;MANUEL JAVIER;1.226 ;46,0
1040;CATALIN;1.225 ;34,7
1041;MANUEL MIGUEL;1.225 ;49,6
1042;ANDRES JOSE;1.224 ;43,1
1043;REGINO;1.224 ;63,2
1044;ADNAN;1.222 ;21,9
1045;JAVIER JESUS;1.222 ;37,2
1046;EUDALD;1.221 ;28,2
1047;DMYTRO;1.218 ;32,6
1048;VICENTE RAMON;1.218 ;53,8
1049;JORGE ANDRES;1.212 ;33,7
1050;JOSE BERNARDO;1.212 ;52,8
1051;SOUFIAN;1.212 ;19,0
1052;ANTONIO ENRIQUE;1.209 ;48,3
1053;GARIKOITZ;1.205 ;32,0
1054;JOSE MARCOS;1.204 ;45,0
1055;EMILI;1.198 ;55,6
1056;VICTOR JESUS;1.196 ;37,7
1057;JESUS VICENTE;1.194 ;51,2
1058;JOSE ADRIAN;1.194 ;27,7
1059;ISIDRE;1.192 ;59,2
1060;EMILIO JESUS;1.191 ;42,0
1061;YASSER;1.190 ;10,6
1062;JOSEPH;1.188 ;41,3
1063;ABDELHAFID;1.187 ;39,5
1064;BOSCO;1.187 ;9,1
1065;BOGDAN;1.186 ;31,2
1066;HENRY;1.185 ;41,1
1067;ISSAM;1.185 ;23,3
1068;LADISLAO;1.183 ;61,6
1069;MOUAD;1.183 ;15,1
1070;DOMINGO JOSE;1.181 ;44,6
1071;IHOR;1.179 ;42,7
1072;DAVIDE;1.176 ;34,3
1073;LUIS ANDRES;1.175 ;40,9
1074;MARIO ALBERTO;1.175 ;37,2
1075;ABDUL;1.165 ;36,5
1076;AYOZE;1.163 ;27,0
1077;SALIM;1.162 ;19,7
1078;JAVIER MARIA;1.161 ;48,3
1079;PEDRO IGNACIO;1.161 ;48,4
1080;MASSIMO;1.160 ;39,5
1081;RAIMON;1.158 ;37,4
1082;ABDELHAKIM;1.155 ;35,0
1083;DANIELE;1.154 ;34,9
1084;JAVIER IGNACIO;1.153 ;44,8
1085;CASTO;1.150 ;61,6
1086;MEHDI;1.150 ;25,4
1087;REINALDO;1.149 ;51,5
1088;JORGE MIGUEL;1.148 ;38,8
1089;PORFIRIO;1.147 ;66,8
1090;ATANASIO;1.144 ;65,3
1091;FORTUNATO;1.144 ;70,1
1092;JEAN PIERRE;1.144 ;38,0
1093;NAZARIO;1.144 ;63,6
1094;PEDRO RAMON;1.143 ;50,8
1095;CRISTINO;1.141 ;61,9
1096;EFRAIN;1.141 ;36,8
1097;GERVASIO;1.138 ;64,9
1098;BADR;1.135 ;17,2
1099;RAFAEL FRANCISCO;1.135 ;48,6
1100;RUPERTO;1.134 ;63,9
1101;HECTOR MANUEL;1.133 ;34,6
1102;CIRO;1.130 ;29,9
1103;NAUZET;1.126 ;20,8
1104;CUSTODIO;1.123 ;62,4
1105;ARATZ;1.120 ;12,3
1106;MUSA;1.118 ;27,1
1107;ANDREY;1.116 ;35,2
1108;EULALIO;1.116 ;65,5
1109;ALLAL;1.111 ;48,9
1110;ELIAN;1.109 ;6,4
1111;MAIKEL;1.109 ;19,7
1112;LUKAS;1.108 ;11,0
1113;MIGUEL ALEJANDRO;1.107 ;28,1
1114;DAVID ANTONIO;1.106 ;36,0
1115;MYKHAYLO;1.105 ;44,6
1116;MICHELE;1.104 ;39,8
1117;PEDRO ALBERTO;1.104 ;43,8
1118;PABLO LUIS;1.103 ;43,0
1119;VICTOR MIGUEL;1.103 ;39,6
1120;JAVIER JOSE;1.102 ;40,0
1121;PABLO ANDRES;1.102 ;33,3
1122;ALFONS;1.101 ;52,5
1123;DANIEL ANTONIO;1.101 ;34,5
1124;ANTONIO FERNANDO;1.100 ;49,2
1125;ENAITZ;1.099 ;9,2
1126;VICENTE ANTONIO;1.097 ;52,7
1127;MARIO JOSE;1.095 ;40,0
1128;OSCAR JOSE;1.094 ;42,0
1129;RICARDO MANUEL;1.093 ;43,7
1130;ASENSIO;1.092 ;57,3
1131;FRANCISCO JOAQUIN;1.091 ;45,5
1132;CASTOR;1.090 ;64,3
1133;PEDRO DAVID;1.086 ;33,5
1134;TORCUATO;1.086 ;60,4
1135;VICTOR ANTONIO;1.085 ;39,7
1136;ALFRED;1.083 ;49,2
1137;EMILIO MANUEL;1.083 ;45,2
1138;CORNEL;1.082 ;44,9
1139;OUMAR;1.082 ;35,8
1140;REDOUAN;1.082 ;34,9
1141;YASIN;1.081 ;13,9
1142;JORGE JOSE;1.080 ;41,6
1143;AHMAD;1.078 ;30,1
1144;JOAQUIN ANTONIO;1.078 ;49,6
1145;URTZI;1.078 ;23,5
1146;RAMON MARIA;1.077 ;56,3
1147;BELARMINO;1.076 ;66,5
1148;JOFRE;1.076 ;16,7
1149;JUAN LORENZO;1.076 ;52,2
1150;INOCENTE;1.074 ;66,5
1151;FRANCISCO CARLOS;1.072 ;47,9
1152;MILOUD;1.072 ;44,0
1153;WILSON;1.069 ;41,5
1154;FELICISIMO;1.065 ;69,3
1155;FRANCISCO ALEJANDRO;1.063 ;35,3
1156;ALFONSO MANUEL;1.059 ;42,9
1157;ZEUS;1.059 ;19,4
1158;LOIS;1.056 ;10,9
1159;KHALIL;1.049 ;32,5
1160;FELIX MANUEL;1.047 ;47,5
1161;VICENTE JESUS;1.047 ;46,8
1162;RONALD;1.046 ;44,2
1163;MAGIN;1.045 ;63,4
1164;MANEX;1.045 ;12,5
1165;ELIO;1.043 ;34,6
1166;KAI;1.042 ;13,6
1167;ALVAR;1.039 ;23,6
1168;JESUS DANIEL;1.039 ;34,1
1169;ALVARO JESUS;1.038 ;29,3
1170;JAVIER ALEJANDRO;1.037 ;29,3
1171;MOHAMED ALI;1.036 ;20,2
1172;CARLOS GUSTAVO;1.034 ;41,3
1173;JOSEBA ANDONI;1.034 ;48,2
1174;NOUR EDDINE;1.033 ;39,6
1175;EDUARDO ANTONIO;1.032 ;43,9
1176;MODOU;1.032 ;39,4
1177;TELESFORO;1.032 ;67,5
1178;MANUEL ANDRES;1.031 ;46,5
1179;RAFAEL CARLOS;1.029 ;45,1
1180;SIMEON;1.029 ;57,8
1181;VICENTE LUIS;1.029 ;54,1
1182;OSCAR DAVID;1.028 ;34,0
1183;JOSE OSCAR;1.025 ;46,1
1184;HAKIM;1.022 ;33,1
1185;JOSE CARMELO;1.022 ;53,2
1186;CRUZ;1.018 ;61,3
1187;ENRIQUE JESUS;1.018 ;43,1
1188;JAIME JOSE;1.018 ;43,9
1189;LAMINE;1.018 ;34,3
1190;LUCIAN;1.017 ;38,9
1191;NAHUEL;1.016 ;11,8
1192;XIAN;1.016 ;9,9
1193;HAFID;1.015 ;39,1
1194;IVAN JOSE;1.015 ;32,6
1195;RUSLAN;1.015 ;34,8
1196;CARLO;1.014 ;33,2
1197;EDMUNDO;1.014 ;60,1
1198;MIHAIL;1.014 ;39,6
1199;TAREK;1.014 ;23,6
1200;ALFREDO JOSE;1.013 ;45,5
1201;LUKEN;1.013 ;8,1
1202;MORAD;1.012 ;25,9
1203;JEREMY;1.008 ;14,7
1204;JORGE EDUARDO;1.008 ;42,9
1205;ERLANTZ;1.003 ;20,5
1206;SALVATORE;1.001 ;45,8
1207;ANDREAS;1.000 ;38,4
1208;JORGE DAVID;1.000 ;32,3
1209;ANWAR;999 ;11,8
1210;TORIBIO;997 ;67,3
1211;JOSE ARTURO;994 ;51,0
1212;SILVINO;994 ;67,1
1213;DOMINGO ANTONIO;988 ;55,1
1214;DANTE;987 ;12,5
1215;NADIR;987 ;14,9
1216;DANI;986 ;8,7
1217;JEAN CARLOS;985 ;22,7
1218;MILLAN;985 ;42,5
1219;EDUARDO JAVIER;983 ;40,6
1220;FERNANDO MARIA;981 ;51,6
1221;VALERIO;981 ;47,3
1222;MIRCEA;979 ;46,7
1223;FRANCISCO ENRIQUE;978 ;47,9
1224;JUAN CRISTOBAL;978 ;44,3
1225;ATILANO;976 ;67,8
1226;JHON JAIRO;976 ;37,5
1227;JUAN EDUARDO;975 ;42,6
1228;JHONATAN;973 ;25,0
1229;CARLOS ALFONSO;971 ;46,0
1230;SAMBA;969 ;38,5
1231;FRANCO;966 ;46,9
1232;HASSANE;966 ;42,5
1233;YONATAN;965 ;29,7
1234;DAMIA;964 ;28,4
1235;DANUT;963 ;42,6
1236;VICTOR DANIEL;963 ;32,8
1237;JOSE AURELIO;961 ;54,3
1238;ABDOU;960 ;39,1
1239;MOHAMED REDA;960 ;12,9
1240;ANTONIO ALBERTO;959 ;44,2
1241;MARWAN;959 ;11,1
1242;ABDERRAZAK;956 ;37,9
1243;FELIX JOSE;953 ;50,1
1244;RICARDO ANTONIO;953 ;43,6
1245;ALEXANDRO;952 ;19,4
1246;FELIX ANGEL;952 ;52,9
1247;ANDREW;951 ;34,1
1248;VICENTE MIGUEL;948 ;51,2
1249;RAFAEL LUIS;946 ;49,2
1250;ANGEL ALBERTO;944 ;43,4
1251;AIMAN;940 ;11,7
1252;CRISTIAN DAVID;939 ;21,7
1253;JORGE FRANCISCO;938 ;40,4
1254;OLEH;938 ;37,9
1255;DIMITAR;937 ;40,0
1256;OSKAR;934 ;34,2
1257;JOAQUIN MARIA;931 ;54,1
1258;SOULEYMANE;931 ;34,7
1259;LUIS GABRIEL;929 ;37,0
1260;NICOLA;928 ;34,5
1261;LEOCADIO;926 ;63,4
1262;RAMON JESUS;922 ;45,1
1263;TIRSO;919 ;45,0
1264;BAKARY;918 ;36,6
1265;EL MUSTAPHA;918 ;42,4
1266;ABDON;917 ;56,7
1267;ALVARO MANUEL;915 ;29,7
1268;EDUARDO JESUS;913 ;40,2
1269;JOAN MANUEL;913 ;38,2
1270;LUIGI;910 ;46,3
1271;BOUBACAR;908 ;35,0
1272;JOSEP RAMON;908 ;49,6
1273;JORGE CARLOS;906 ;44,0
1274;JORGE DANIEL;905 ;35,6
1275;CESAR MANUEL;904 ;45,9
1276;JUAN SANTIAGO;904 ;51,8
1277;CASIANO;898 ;64,1
1278;FERNANDO MIGUEL;898 ;43,1
1279;FRAN;898 ;7,7
1280;FRANCISCO FERNANDO;897 ;50,0
1281;JORGE ALEJANDRO;897 ;33,2
1282;CARLOS ARTURO;896 ;44,5
1283;EL BACHIR;896 ;43,6
1284;LIVIU;896 ;42,8
1285;SERHIY;894 ;42,0
1286;MAGI;892 ;35,8
1287;EÑAUT;888 ;15,5
1288;LUIS GUILLERMO;888 ;42,9
1289;QUINTIN;888 ;62,6
1290;RAFAEL MARIA;888 ;47,3
1291;ANTONIO DANIEL;887 ;33,9
1292;CARLOS ALEJANDRO;886 ;31,9
1293;ENRIQUE ANTONIO;885 ;48,8
1294;RENATO;885 ;45,4
1295;JENARO;883 ;64,4
1296;JOSE NICOLAS;883 ;45,6
1297;MBAREK;881 ;44,7
1298;AINGERU;880 ;21,7
1299;SIMONE;879 ;32,2
1300;CRISTOPHER;878 ;20,9
1301;SANTIAGO MANUEL;878 ;44,4
1302;IVAN JESUS;877 ;30,9
1303;PEDRO ANDRES;877 ;44,6
1304;MIGUEL LUIS;875 ;52,6
1305;FRANCISCO MARIA;874 ;52,2
1306;AYTHAMI;873 ;20,9
1307;OSCAR ANTONIO;873 ;40,4
1308;RICARDO JAVIER;873 ;42,8
1309;JOAN RAMON;872 ;48,1
1310;MARCOS JOSE;870 ;35,3
1311;EUGEN;867 ;45,4
1312;ANGEL DANIEL;865 ;29,1
1313;NATHAN;865 ;9,6
1314;CONSTANCIO;863 ;69,3
1315;ADRIEL;862 ;9,5
1316;CESAR ANTONIO;862 ;42,4
1317;ALBERTO CARLOS;861 ;40,8
1318;MANUEL ALFONSO;861 ;48,9
1319;RUYMAN;860 ;31,9
1320;JEREMIAS;857 ;44,2
1321;JAVIER FRANCISCO;856 ;45,4
1322;ALEJANDRO ANTONIO;855 ;32,8
1323;ALEXEY;854 ;35,6
1324;RAMON MANUEL;854 ;51,9
1325;BACHIR;849 ;44,2
1326;VALENTINO;848 ;12,0
1327;JUAN GUILLERMO;846 ;42,8
1328;JULIAN ANDRES;846 ;31,2
1329;AITZOL;845 ;23,0
1330;JUAN JULIAN;842 ;55,7
1331;GABRIEL ALEJANDRO;840 ;23,8
1332;JUAN BOSCO;840 ;38,6
1333;JUSTINIANO;840 ;67,0
1334;ORENCIO;840 ;68,3
1335;MHAMMED;839 ;46,4
1336;YOUSEF;839 ;15,3
1337;ARTEM;838 ;21,1
1338;ENMANUEL;837 ;24,7
1339;ELEAZAR;836 ;29,4
1340;FAISAL;836 ;30,7
1341;JOHN JAIRO;836 ;39,6
1342;PABLO MIGUEL;836 ;34,5
1343;FELIX ANTONIO;834 ;50,4
1344;JAWAD;834 ;26,8
1345;JOSE ARMANDO;834 ;43,0
1346;ISSA;833 ;32,5
1347;ADONAY;832 ;11,2
1348;JESUS ANDRES;832 ;44,5
1349;MIKHAIL;832 ;35,1
1350;FRANCISCO JULIAN;831 ;45,8
1351;JAIME ANTONIO;830 ;47,3
1352;RAMON LUIS;830 ;54,2
1353;MIGUEL MANUEL;829 ;46,4
1354;TAOUFIK;827 ;32,8
1355;CESC;826 ;6,2
1356;NATANAEL;825 ;21,7
1357;FILIBERTO;824 ;62,7
1358;GRACIANO;823 ;65,9
1359;MAROUANE;823 ;19,6
1360;STEPHEN;823 ;50,2
1361;MOSTAPHA;822 ;42,2
1362;ANDY;821 ;15,9
1363;DIEGO MIGUEL;820 ;39,5
1364;GABRIEL ANGEL;819 ;45,7
1365;IGNACIO MANUEL;819 ;41,7
1366;PEDRO JOAQUIN;819 ;47,9
1367;SILVIO;819 ;47,6
1368;VICENTE JUAN;818 ;52,6
1369;JOSE FERMIN;816 ;53,7
